"id_area","td_navyj_km_4"
3039,91.7725753031125
3022,43.8273464457932
3005,4.10178294985894
3004,4.10178294985894
3017,32.909611133192
3009,26.1161216395178
3040,60.2140045253271
3018,17.8105725552358
3013,78.0864802402638
3016,34.3120300688855
3025,34.3120300688855
3020,95.8687028152423
3003,9.60725599923105
3026,38.4107027576762
3021,91.7725753031125
3030,45.2366406683279
7003,65.8543248407096
7012,71.1502001901534
7017,65.9405681726253
7004,56.5168438871105
7007,26.5386772469011
7006,37.1467870946718
7008,59.3607581426662
7011,31.8431863812975
7010,59.3607581426662
7016,71.2582975936508
8004,8.21577426075021
8059,3.29404712360024
8028,34.8917856399326
8073,38.2009960393097
8060,0
8066,36.2286472436831
8027,40.1745225631553
8025,34.9076125892012
8065,39.5222693307602
8026,40.1745225631553
8022,8.5599003049888
8015,5.26301306956184
8020,48.6449893787028
8038,43.3965811487585
8048,36.8217913926447
8043,50.6051608294672
8034,46.6851831567421
8036,41.4382889004981
8032,38.1496217109704
8002,46.6851831567421
14019,45.216789988545
14031,19.6897902659559
14009,29.8588550659406
14008,22.7184386819678
14003,32.8868863435252
14006,12.6803122542567
9004,49.326590367402
14005,41.106986377234
14007,12.6803122542567
14030,36.9971682119578
14039,12.6803122542567
14038,38.0797107617148
14040,25.7461117498688
14002,18.7489596341994
14012,42.1895927979336
14001,19.6897902659559
14026,25.7461117498688
9005,57.5460482370267
10004,29.7436087426046
10016,15.3709892027429
10018,31.7608873775956
10032,13.3438857875154
10071,22.550009532338
10175,16.4179738536001
10149,9.24589007591973
10045,17.424319080517
10024,15.3709892027429
10100,18.4453846169389
10099,29.7280076934028
10116,20.5053320946801
10044,14.3569048995895
10001,30.7428941855197
10025,17.424319080517
10049,10.2697084038103
10070,19.4791252102494
10224,26.662581664257
14016,16.704115263536
14020,8.35424922309799
14024,40.4047149418266
14011,19.8671156292776
14028,41.4813836781472
14029,45.5843547838598
14010,6.33460463906886
14032,40.4047149418266
14033,28.2125630599253
14021,11.5215494248803
14015,14.6864883766129
14023,31.1189165438464
14037,11.5215494248803
14025,3.1664355724667
14022,23.0304616921802
14014,5.19002172795983
14041,26.1942123640369
14042,23.0304616921802
14017,19.8671156292776
14018,23.0304616921802
14004,14.6864883766129
14046,40.4047149418266
14034,31.3742380098475
14035,28.2125630599253
14036,36.3006787252551
8010,20.5393484943112
8069,17.5987067053591
8030,4.10793745543566
8067,21.7067934021266
8012,22.87533094339
8050,4.10793745543566
8053,66.2918888396479
8054,32.2601005141091
8008,16.4315432033854
8003,9.37966141026696
8007,8.57766982261826
8039,5.27379850853576
8076,8.57766982261826
8023,8.57766982261826
8016,3.27120905465965
8056,24.6514315013755
8064,102.386215541471
8063,102.386215541471
8058,16.4345998534411
8029,25.7948169337505
8014,97.1575392832509
8062,98.281732860797
8040,95.3072913753971
8011,71.3928828008501
10182,39.0816845367693
10143,143.910393097735
10111,135.689390832068
10017,17.4797743636094
10142,118.220640074028
10138,143.910393097735
10078,17.4797743636094
10091,21.5942487231834
10092,139.799907597171
10124,17.4797743636094
10077,19.5365039967211
10036,119.246334868938
10094,61.7095632228512
10141,112.062719158041
10151,126.44297631476
10152,122.332299673889
10005,118.220640074028
10127,16.4404271664908
10090,69.9325711797965
10073,100.763178367096
10166,24.6537927197071
10086,108.986261508561
10053,61.7095632228512
10150,126.44297631476
10029,34.9704506974482
10089,17.4797743636094
10162,52.4510298873099
10055,21.5942487231834
10153,108.986261508561
10126,43.1928861301164
10057,21.5742777883736
10093,14.3949676391895
10226,21.5942487231834
10085,86.3800926557488
10133,119.246334868938
10101,19.5365039967211
10270,19.5365039967211
10051,8.22251247011295
10202,56.5629253581069
10054,21.5942487231834
10217,30.8592584297596
10119,11.3101320640892
10056,20.5546925466667
10015,122.332299673889
10110,28.7979356898962
10199,43.1928861301164
10130,101.793012069223
10183,52.4510298873099
10136,48.3396536722968
10107,75.080681583822
10050,6.16963448766425
10137,148.020869721409
10216,30.8592584297596
10320,131.578808738136
10063,26.7378663625735
10006,118.220640074028
10115,34.9704506974482
10106,6.16963448766425
10067,18.4947649677628
10112,20.5645907176845
10200,39.0816845367693
10113,79.1916889903956
10062,89.4602247262841
10046,131.578808738136
10061,89.4602247262841
10117,16.4456831907572
10201,116.173482012533
10120,11.3101320640892
10118,82.2670043501044
10114,39.0816845367693
10144,44.6670665734043
10128,40.7561437331834
10083,14.3048612134519
10121,17.1519627429904
10023,56.6689932165036
11069,25.0283642140847
11070,4.11298428709136
11062,8.04856501726351
11061,25.0283642140847
11060,11.0215174476793
11012,16.103859986378
11068,9.18753138818806
11071,13.1290067321202
10254,51.2629177730283
10035,30.6455250405875
10058,52.1044527216351
10019,23.5896881955065
10034,33.7001596143349
10108,54.0655140722234
10260,48.9668909352524
10033,33.7001596143349
10060,51.0332723161569
10059,53.1002229829508
10308,43.8837446626426
11035,108.229252332693
11051,70.887728145474
11049,65.8215937354024
11005,115.506395514429
11055,59.6852284468421
11050,73.8054000334733
11039,81.0229110730257
11017,36.6215356658719
11021,38.484918276589
11015,33.4376009883235
11016,33.4376009883235
11020,37.5513708142405
11024,26.5365452005514
11007,7.9496281108681
11023,30.6503465438664
11018,35.6921250690591
11008,2.90975041878042
11014,25.6086925901911
11009,2.90975041878042
11026,31.0294254989043
11044,8.22853448202083
11027,31.0294254989043
11006,7.9496281108681
11013,17.3810910032758
11025,28.39388464564
11076,134.899667169192
11074,137.785990997315
11057,113.044065809705
11059,74.4239147201561
11047,71.5272424090258
11048,152.574331484524
11029,75.1805191025497
