id_area,td_navyj_km_5
5020,2.095201065
5035,27.08620071
5021,36.7687547
5017,61.40510036
5014,45.80111777
5012,9.67600038
5022,52.22808158
5011,8.380719061
5043,59.95721554
5029,29.18127445
5026,13.21706611
5024,19.34080473
5013,4.506693906
5019,13.05846804
5030,13.51248103
5005,2.740762752
5040,15.15362684
5025,19.34080473
5001,2.095522175
5003,3.516740937
5037,13.21292649
5007,5.47023899
5009,4.493406421
5002,6.286340021
5008,9.661148139
5033,39.05161489
5004,2.733242131
5027,1.754699839
6016,27.24784961
6024,5.444138863
6021,34.79238978
6004,49.88168813
6020,42.96414863
6014,39.61346376
6023,1.738531661
6006,25.1522717
6005,58.04650736
1014,21.69545282
1023,12.54950653
1006,61.12921016
1005,62.44316345
1011,34.49317578
1019,16.9880039
1013,20.38454829
1020,19.07963382
1021,20.38454829
1022,16.73261183
1007,12.80624198
1010,33.70817451
1002,10.45794725
3010,28.74772297
3039,94.38393849
3022,39.83559169
3005,2.80986995
3004,4.186636398
3017,36.39894825
3009,26.65637329
3040,64.26536075
3018,13.27634914
3013,79.70381189
3016,37.11388221
3025,37.82903412
3020,98.56641249
3003,6.279973877
3026,39.92049063
3021,94.38393849
3030,42.64821839
7003,64.51879431
7012,69.92454497
7017,67.3092224
7004,55.5930467
7007,26.47984073
7006,37.30737063
7008,58.5018788
7011,32.50660516
7010,57.89085446
7016,72.74055626
8004,11.6729945
8059,1.6810141
8028,33.93499648
8073,37.31229442
8060,2.68720219
8066,34.61631526
8027,39.32626357
8025,33.95027517
8065,35.29922287
8026,36.63809687
8022,4.368330263
8015,9.565294229
8020,53.34614955
8038,46.98525871
8048,39.59394767
8043,54.34479849
8034,49.66285211
8036,44.30603289
8032,39.9480293
8002,45.98489816
14019,44.62137887
14031,19.55315931
14009,28.39535615
14008,22.65399662
14003,31.48406773
14006,12.94550795
9004,46.71880268
14005,40.42606048
14007,13.97486264
14030,35.6791283
14039,13.97715199
14038,38.32782961
14040,26.29699258
14002,18.56496131
14012,40.42530562
14001,20.10905602
14026,26.29699258
9005,57.20580119
10004,27.74537071
10016,18.30428046
10018,29.79777014
10032,13.10271134
10071,21.44671856
10175,15.18653167
10149,11.53553201
10045,17.25285343
10024,15.68440502
10100,19.8726968
10099,29.81871893
10116,21.97684237
10044,14.13423457
10001,31.90392159
10025,16.73255823
10049,12.05766862
10070,18.83016592
10224,26.16480325
14016,16.03041731
14020,9.12062638
14024,39.17598544
14011,20.29029675
14028,44.46357719
14029,46.55968034
14010,7.503644053
14032,41.27125149
14033,30.42684773
14021,13.38439497
14015,16.61555354
14023,32.36070782
14037,11.76813029
14025,5.88231714
14022,23.52047187
14014,4.746582577
14041,27.78261835
14042,21.90494548
14017,18.67611785
14018,25.13616662
14004,15.00012999
14046,41.8197472
14034,30.42684773
14035,31.45667033
14036,38.62735677
8010,20.96494362
8069,19.46468086
8030,2.691760874
8067,21.56111702
8012,24.85213616
8050,4.379687171
8053,65.57466939
8054,34.43027336
8008,15.27205593
8003,7.478136561
8007,9.760139491
8039,2.691530346
8076,8.073232474
8023,7.069011701
8016,1.669353673
8056,25.16266922
8064,104.5041252
8063,101.8364099
8058,14.67975867
8029,25.74646104
8014,94.40478724
8062,100.3168699
8040,95.76560723
8011,70.77102228
10182,38.85312397
10143,143.2815893
10111,134.8902009
10017,19.41675112
10142,117.5733992
10138,145.3793579
10078,17.84235376
10091,25.19092207
10092,141.183771
10124,19.41675112
10077,18.89188778
10036,118.1061871
10094,63.52013765
10141,113.3689375
10151,128.0632053
10152,121.2490743
10005,119.6716669
10127,17.82909344
10090,70.3443748
10073,101.3031815
10166,24.1175502
10086,109.1731379
10053,59.32393864
10150,125.445138
10029,34.12785566
10089,19.41675112
10162,51.97083039
10055,23.61650255
10153,109.1731379
10126,42.52043797
10057,23.59275337
10093,16.26792516
10226,22.56614223
10085,83.98380223
10133,119.6716669
10101,21.51609097
10270,20.46626684
10051,8.918909688
10202,56.16963039
10054,22.56614223
10217,32.02441553
10119,13.11906229
10056,22.02582373
10015,123.3469851
10110,31.49282474
10199,45.14749922
10130,99.73895521
10183,51.97083039
10136,47.24582376
10107,74.54250207
10050,8.918909688
10137,146.9461962
10216,33.59859562
10320,132.7923901
10063,28.86729918
10006,119.6716669
10115,36.22598789
10106,10.49287246
10067,20.44945039
10112,20.9911479
10200,40.4222514
10113,80.83720316
10062,87.14470499
10046,130.1628214
10061,89.76128728
10117,16.78613506
10201,116.5271267
10120,11.54464511
10118,83.98380223
10114,38.32411131
10144,44.06801555
10128,39.01027415
10083,12.50332533
10121,18.56976932
10023,54.78482535
11069,28.13809557
11070,6.789052159
11062,6.697717059
11061,26.61922719
11060,8.660841648
11012,17.95469338
11068,6.297375206
11071,14.47428108
10254,49.20481966
10035,30.228477
10058,50.56190148
10019,24.59536918
10034,34.39546717
10108,53.63207598
10260,49.47683671
10033,35.9542013
10060,51.57926509
10059,51.07068429
10308,44.79349307
11035,104.2679168
11051,72.47619012
11049,63.6174278
11005,113.786492
11055,59.89179248
11050,71.73661883
11039,79.13437199
11017,35.75993083
11021,39.28574383
11015,32.03643011
11016,34.13598238
11020,38.80989362
11024,25.46256005
11007,8.512399849
11023,32.23596994
11018,37.38382667
11008,4.455328255
11014,23.09532684
11009,7.025495455
11026,33.16125676
11044,7.242614056
11027,31.67569667
11006,8.512399849
11013,17.26867183
11025,27.83716214
11076,139.9980622
11074,138.9454642
11057,115.1331884
11059,76.03093725
11047,71.98709754
11048,155.5303767
11029,77.1964642
